interest,Afghanistan,Algeria,Angola,Argentina,Australia,Austria,Bahrain,Bangladesh,Belgium,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Brunei,Cambodia,Cameroon,Canada,Chile,China,Colombia,Congo Dem Rep,CoteDIvore,Cuba,Czech,Denmark,Ecuador,Egypt,Ethiopia,Finland,France,Gambia,Germany,Ghana,Greece,Hong Kong,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Portugal,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Slovakia,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,Togo,Tunisia,Turkey,UAE,UK,USA,Uganda,Ukraine,Uruguay,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Europe Travel,,55845.0,,,255150.0,,55485.0,15840.0,22890.0,,,,24825.0,,,,196605.0,,,,,,,16725.0,11190.0,,172890.0,,,170160.0,,63990.0,18255.0,10425.0,31545.0,,1718580.0,262425.0,28710.0,37335.0,93810.0,343395.0,46770.0,,231210.0,46860.0,41310.0,304125.0,82605.0,,,,,,316635.0,,,,12375.0,,81060.0,,,44880.0,75750.0,,54300.0,15585.0,122985.0,109710.0,,,,128385.0,16830.0,181080.0,14685.0,,,485265.0,,,,390540.0,,,585480.0,141840.0,,55125.0,14595.0,,,20400.0,24165.0,11775.0,760845.0,11085.0,704145.0,,39705.0,18060.0,1921725.0,125730.0,632790.0,,,,,11385.0,,,
Events and Attractions,45480.0,415845.0,12900.0,43215.0,2099295.0,57315.0,306465.0,60600.0,165135.0,,13050.0,17010.0,130035.0,12870.0,53715.0,27870.0,720960.0,36705.0,17655.0,40965.0,27210.0,23625.0,,45420.0,86490.0,14265.0,2470260.0,240900.0,71940.0,721380.0,13290.0,495615.0,187875.0,75135.0,174255.0,51000.0,8062485.0,1229115.0,99405.0,273210.0,924615.0,302550.0,263190.0,37035.0,808515.0,563070.0,732450.0,748230.0,547695.0,14760.0,15135.0,91110.0,,37470.0,2513040.0,,,78345.0,113640.0,12015.0,516915.0,21570.0,48615.0,351255.0,688080.0,,1308360.0,117240.0,1176645.0,2298345.0,191535.0,,55755.0,982215.0,153315.0,1146810.0,48435.0,35865.0,18570.0,5360610.0,22560.0,11580.0,22455.0,1342770.0,17820.0,14460.0,1964850.0,330555.0,23550.0,580260.0,56790.0,109455.0,,180645.0,149295.0,134445.0,186210.0,127875.0,1182165.0,,179700.0,186105.0,5433360.0,693630.0,2429490.0,165300.0,32145.0,10305.0,14745.0,57645.0,51075.0,82155.0,68325.0
Executive Leadership & Management,,,,,28635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52245.0,18825.0,,,,,,,,37695.0,,,,,,,,,25515.0,,,,,,,,,,11235.0,,,,11640.0,11295.0,,,,28560.0,,90465.0,,,,36135.0,,,,,,,120450.0,,,,,,,,,,,,14145.0,,,,181845.0,,20475.0,,,,,,,,
Exercise and Fitness Video Games,,,,,35655.0,,,,,,,,,,,,15480.0,,,,,,,,,,,,,11235.0,,11085.0,,,,,157425.0,21255.0,,,,,,,,,,15840.0,,,,,,,,,,,,,,,,,,,,,11220.0,,,,,14025.0,,28995.0,,,,32325.0,,,,,,,41280.0,,,,,,,,,,,,,,,14625.0,107595.0,25245.0,81180.0,,,,,,,,
Extreme Sports,,,,,264045.0,,,,14010.0,,,,,,,,23595.0,,,,,,,,,,15270.0,,,159825.0,,10620.0,,,,,69900.0,50220.0,,,23595.0,,,,97470.0,,,,,,,,,,799350.0,,,,,,10155.0,,,12930.0,95925.0,,,,53385.0,,,,,12660.0,,43755.0,,,,20370.0,,,,22425.0,,,128925.0,12015.0,,19320.0,,,,,,,,,37680.0,,,,111735.0,18360.0,66270.0,,,,,,,,
Eye and Vision Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15720.0,15780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16635.0,,,,,,,,,,
Factual TV,34380.0,625305.0,16740.0,124725.0,1461570.0,107100.0,116865.0,85515.0,258810.0,21315.0,10935.0,,651075.0,14715.0,25380.0,34755.0,1803165.0,81705.0,19860.0,127260.0,22695.0,20520.0,,132390.0,183390.0,43365.0,1731315.0,141675.0,149130.0,789615.0,11115.0,881625.0,121050.0,108705.0,307275.0,76020.0,1206030.0,247125.0,20640.0,550335.0,1197300.0,160395.0,369540.0,37740.0,492870.0,319200.0,171735.0,249735.0,264375.0,,14505.0,203010.0,,26355.0,599265.0,,36585.0,45645.0,259950.0,,474585.0,15075.0,23985.0,619440.0,463410.0,19275.0,3380460.0,249780.0,174825.0,1245330.0,108510.0,12090.0,86655.0,683055.0,163440.0,314445.0,116595.0,162450.0,10095.0,2056410.0,12345.0,,18390.0,402510.0,31515.0,29505.0,372180.0,150630.0,19095.0,810645.0,71895.0,93495.0,,379695.0,270705.0,473490.0,215490.0,135885.0,448695.0,,407775.0,451545.0,1571430.0,486060.0,8445210.0,69390.0,171720.0,17565.0,43725.0,68175.0,123975.0,53730.0,39525.0
Family Travel,,,,,26670.0,,,,,,,,,,,,35700.0,,,,,,,,,,15780.0,,,11370.0,,,,,,,447435.0,57135.0,,,,31650.0,,,66975.0,,10680.0,11445.0,16995.0,,,,,,164460.0,,,,,,,,,,89730.0,,,,13920.0,,,,,14610.0,,28920.0,,,,37170.0,,,,117375.0,,,83730.0,16830.0,,,,,,,,,19230.0,,98520.0,,,,192330.0,27555.0,197175.0,,,,,,,,
Family and Children Movies,,,,,39660.0,,18705.0,,,,,,,,,,34215.0,,,,,,,,,,,,,13845.0,,12510.0,,,,,496515.0,,,,10290.0,,,,12480.0,,,33240.0,,,,,,,26490.0,,,,,,,,,,,,,,23790.0,11460.0,,,,30930.0,,45360.0,,,,59760.0,,,,11400.0,,,25755.0,,,10215.0,,,,,,,,,,,,,192375.0,62145.0,196830.0,,,,,,,,
Family and Relationships,,226140.0,,,97680.0,,93900.0,,18570.0,,,,17520.0,,,,74610.0,,,,,,,,,,132930.0,,,140460.0,,63885.0,,,,,1838760.0,86010.0,,127665.0,18645.0,24885.0,38775.0,,22575.0,199545.0,31035.0,165525.0,63255.0,,,67725.0,,,254685.0,,,,10365.0,,604755.0,,,21405.0,25890.0,,25860.0,,129465.0,56850.0,63690.0,,,184110.0,,198000.0,,,,678210.0,,,,195180.0,,,475590.0,,,29490.0,,29265.0,,19185.0,,29760.0,,,38280.0,,33165.0,28710.0,1188135.0,116520.0,271305.0,,,,,,21405.0,,
Fan Conventions,,10545.0,,,18480.0,,,,,,,,,,,,,,,,,,,,,,,,,52815.0,,38790.0,,,,,12615.0,36345.0,,,,,,,20640.0,,10560.0,15945.0,10935.0,,,,,,,,,,11820.0,,,,,,,,,,10695.0,86850.0,,,,59985.0,,22440.0,,,,55275.0,,,,41580.0,,,11460.0,,,10710.0,,,,,,,,,22365.0,,,,102900.0,,14280.0,,,,,,,,
Fantasy Movies,,74490.0,,144210.0,705750.0,45780.0,124245.0,186450.0,65895.0,30600.0,10890.0,,324690.0,,18600.0,,428355.0,85305.0,,143130.0,,,,26160.0,48945.0,73800.0,145725.0,,25635.0,443610.0,,215235.0,15465.0,43215.0,40410.0,24480.0,5975115.0,471045.0,,67395.0,182445.0,42150.0,178920.0,13440.0,660135.0,35475.0,70710.0,245850.0,41865.0,,,12360.0,,,549330.0,,,12975.0,292200.0,,59790.0,,,122700.0,74655.0,,63585.0,37620.0,165480.0,605895.0,,10650.0,127170.0,689070.0,44325.0,345555.0,46905.0,,,462555.0,12675.0,,,230775.0,,,112290.0,303855.0,,274920.0,38910.0,,,73050.0,45960.0,,40545.0,13635.0,589965.0,,25620.0,118170.0,2167860.0,832215.0,2598735.0,,28485.0,20460.0,67080.0,148500.0,19845.0,,
Fantasy Sports,42345.0,21540.0,,12960.0,1308240.0,32040.0,154650.0,31140.0,95970.0,,,,36660.0,,19500.0,17175.0,524190.0,10995.0,,11250.0,13410.0,,,30795.0,71700.0,,70770.0,187695.0,55935.0,281625.0,11355.0,260160.0,139215.0,45570.0,143115.0,22125.0,535305.0,116670.0,16800.0,26445.0,889110.0,39675.0,121725.0,36300.0,72750.0,30090.0,292530.0,281745.0,31260.0,,13830.0,,,27105.0,374430.0,,,53910.0,41850.0,,46860.0,,32310.0,265020.0,389190.0,,886095.0,84855.0,197445.0,1743270.0,,,12510.0,689160.0,95610.0,410325.0,25470.0,17055.0,,1056435.0,,,22215.0,244155.0,,,452685.0,25875.0,18945.0,525600.0,47220.0,,,107760.0,110385.0,,14655.0,80700.0,215070.0,,17415.0,122925.0,2014995.0,148485.0,1554705.0,119415.0,11835.0,,,17100.0,,60555.0,39900.0
Fashion Events,,,,,461880.0,,12645.0,,15840.0,,,,15420.0,,,,95895.0,,,,,,,,,,23295.0,26610.0,,59325.0,,46785.0,23415.0,,16305.0,,219240.0,88440.0,21285.0,,90690.0,,19800.0,,26475.0,,132120.0,26205.0,11865.0,,,,,,39780.0,,,,,,,,,24315.0,157230.0,,236835.0,13290.0,20175.0,87285.0,,,,238605.0,11415.0,68085.0,,,,79335.0,,,,66615.0,,,195075.0,,,55125.0,,,,16860.0,13995.0,,,15105.0,32715.0,,,,577320.0,89430.0,340890.0,29205.0,,,,,,11220.0,
Fashion Trends,,44010.0,,,210225.0,,27300.0,,,,,,20535.0,,,,38610.0,,,,,,,,,,104895.0,,,72885.0,,35745.0,,,,,622815.0,159705.0,16815.0,35415.0,,15210.0,20565.0,,47505.0,37530.0,26760.0,164145.0,27570.0,,,13635.0,,,19095.0,,,,13650.0,,34800.0,,,11880.0,19860.0,,26040.0,,46395.0,32145.0,12915.0,,,159045.0,,151050.0,,,,352485.0,,,,108870.0,,,83265.0,,,17910.0,,20595.0,,,,19740.0,,,46245.0,,17790.0,16500.0,500700.0,58065.0,169065.0,,,,,,,,
Fiction,,,,,32835.0,,,,,,,,,,,,,,,,,,,,,,,,,76470.0,,,,,,,65535.0,,,,,,,,,,,,,,,,,,11160.0,,,,,,,,,,,,,,,,,,,,,,,,,11490.0,,,,,,,,,,,,,,,,,,,,,,,42735.0,,21465.0,,,,,,,,
Field Hockey,,,,,64320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132405.0,,,,11460.0,,,,,,,,,,,,,,,,,,,,12435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11490.0,,12750.0,,,,,,,,
Figure Skating,,,,,51645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11040.0,,,,,,,,,,,,20460.0,,,,10365.0,,20175.0,,,,,,,,
Financial Assistance,,10500.0,,,94515.0,,58830.0,16230.0,,,,,,11580.0,,,53925.0,,10290.0,,,,,,,,20910.0,,,34335.0,,30390.0,,,,,1383375.0,58485.0,,,,,12075.0,,28320.0,34545.0,10995.0,108330.0,358965.0,,,,,,2427960.0,,,,,,,,,12495.0,19605.0,,18480.0,,79965.0,58875.0,,,,163485.0,,181035.0,,,,370500.0,,,,338010.0,,,559755.0,,,,,,,11010.0,,,,,21750.0,,,14100.0,781905.0,65595.0,154830.0,,,,,,,,
Financial Crisis,,,,,15360.0,,27645.0,,,,,,,,,,12645.0,,,,,,,,,,,,,11370.0,,,,,,,175725.0,14010.0,,,,,,,,,10275.0,45195.0,105525.0,,,,,,28395.0,,,,,,,,,,60900.0,,16560.0,,42345.0,11925.0,,,,34020.0,,75015.0,,,,234435.0,,,,28080.0,,,65310.0,,,,,,,,,,,,,,,,330870.0,17490.0,43470.0,,,,,,,,
Financial Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13020.0,,,,,,,,,,,,,,,,,,48195.0,,,,,,,,,,,,,,,,,,,,,,,,,23610.0,,,,,,,,,,,,,,,,,,,,,,,26370.0,,,,,,,,,,
Financial Planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16035.0,10470.0,,,,,,,,,,,,,,,,,22680.0,,,,,,,,,,57705.0,,,,,,,,,,,93105.0,,,,,,,,,,,97845.0,,,,,,,,,,,,,,,,22845.0,,,,,,,,,,
Financial Reform,,,,,35910.0,,,,,,,,,,,,14610.0,,,,,,,,,,,,,,,,,,,,149715.0,21930.0,,,,,,,,,,13965.0,99015.0,,,,,,648015.0,,,,,,,,,,74895.0,,,,51165.0,10590.0,,,,14955.0,,22170.0,,,,54465.0,,,,153570.0,,,73875.0,,,,,,,,,,,,,,,,251115.0,20535.0,49980.0,,,,,,,,
Financial Regulation,,,,,25320.0,,35925.0,,,,,,,,,,,,,,,,,,,,,,,10080.0,,,,,,,131955.0,12045.0,,,,,10635.0,,,,30180.0,56115.0,,,,,,,31260.0,,,,,,,,,,67665.0,,34575.0,,90075.0,,,,,26340.0,,92235.0,,,,283470.0,,,,13995.0,,,75465.0,,,,,,,,,,,,,,,,266895.0,24915.0,27090.0,,,,,,,,
Fine Art,,67605.0,,,201075.0,,21495.0,,47430.0,,,,10965.0,,,,76275.0,,,,,,,,,,99060.0,,,494865.0,,46245.0,,,,,276420.0,48690.0,,35205.0,20250.0,25920.0,38265.0,,181260.0,36615.0,,152040.0,53970.0,,,13710.0,,,168480.0,,,,10200.0,,48105.0,,,21195.0,64260.0,,,,41505.0,13695.0,12600.0,,,121680.0,,125685.0,,,,309840.0,,,,39960.0,,,38475.0,26370.0,,26490.0,,20715.0,,10590.0,23265.0,19260.0,13080.0,,44925.0,,24690.0,18180.0,403200.0,38745.0,261390.0,,,,,29145.0,,,
Fine Art Photography,,19860.0,,,176115.0,,,,35490.0,,,,,,,,52365.0,,,,,,,,,,,,,344175.0,,24810.0,,,,,80895.0,25470.0,,,13785.0,11445.0,21300.0,,108585.0,,,110400.0,27315.0,,,,,,28305.0,,,,,,12465.0,,,12870.0,42000.0,,,,,10020.0,,,,90780.0,,82245.0,,,,92505.0,,,,18555.0,,,28170.0,15765.0,,15795.0,,,,,17100.0,,,,31320.0,,,,66915.0,15825.0,169395.0,,,,,,,,
First Aid,,212070.0,,,15915.0,,18735.0,,,,,,,,,,16920.0,,,,,,,,,,116130.0,,,34110.0,,42330.0,,,,,115995.0,,,122025.0,,16170.0,18435.0,,15855.0,148095.0,,43050.0,22545.0,,,66030.0,,,22845.0,,,,,,594300.0,,,,,,,,35025.0,12060.0,61920.0,,,,,18855.0,,,,231330.0,,,,,,,17700.0,,,10665.0,,26895.0,,12870.0,,28095.0,,,26460.0,,28965.0,22860.0,81120.0,21735.0,53790.0,,,,,,20145.0,,
Fish and Aquariums,,,,,15090.0,,,,,,,,,,,,12960.0,,,,,,,,,,,,,10770.0,,,,,,,115950.0,,,,,,,,11160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15345.0,,,,19530.0,,,,,,,,,,,,,,,10755.0,,,,142035.0,,64515.0,,,,,,,,
Fishing Sports,,15510.0,,10215.0,877380.0,20190.0,22755.0,15375.0,65385.0,,,,19410.0,,13560.0,,374895.0,,,,,,,26040.0,46560.0,,30375.0,92355.0,47415.0,168315.0,,141495.0,88065.0,29115.0,105960.0,14865.0,213120.0,46080.0,,12930.0,596295.0,26475.0,64050.0,21915.0,55185.0,13410.0,173925.0,34470.0,11580.0,,,,,23430.0,116940.0,,,37695.0,24390.0,,31350.0,,27060.0,157305.0,396465.0,,546555.0,60165.0,22050.0,53085.0,,,,325335.0,56805.0,58635.0,,,,85500.0,,,14400.0,141390.0,,,291150.0,18270.0,,339435.0,31395.0,,,71550.0,66555.0,,11790.0,45360.0,142470.0,,,49965.0,275970.0,89670.0,980835.0,48510.0,,,,11340.0,,46590.0,23820.0
Fitness and Exercise,,2224470.0,,,45660.0,20250.0,145485.0,,86280.0,,,,11310.0,,,,112365.0,,,,,,,,13890.0,,870360.0,,10155.0,353955.0,,324465.0,,,,,46230.0,,,995565.0,11325.0,164385.0,117825.0,,10335.0,1419105.0,,272850.0,201375.0,,,308715.0,,,24465.0,,110700.0,,,,8587365.0,,,75840.0,,,,23490.0,367050.0,,634305.0,,,13905.0,,140235.0,,29835.0,,2173605.0,,,,24540.0,,,17100.0,,11130.0,153390.0,,460965.0,,93585.0,14925.0,280905.0,,,21030.0,,322755.0,191385.0,679815.0,175065.0,337815.0,,28695.0,,,,176025.0,,
Flower Shopping,,,,,129510.0,,,,,,,,18960.0,,,,26880.0,,,,,,,,,,,,,19305.0,,11205.0,,,,,233265.0,404475.0,,,,,,,52800.0,,17235.0,18735.0,,,,,,,152385.0,,,,,,,,,,50325.0,,14610.0,,24240.0,32475.0,,,,178500.0,,68370.0,,,,54810.0,,,,135090.0,,,73860.0,17250.0,,,,,,,,,,,52425.0,,,,966870.0,80190.0,112455.0,,,,,,,,
Food & Drink,,13140.0,,10065.0,315210.0,,23850.0,,23310.0,,,,25935.0,,,,89475.0,,,,,,,,,,38325.0,,,173010.0,,31575.0,,,,,501180.0,100410.0,,,59430.0,21900.0,22890.0,,118875.0,20670.0,17595.0,52095.0,31080.0,,,,,,206700.0,,,,25830.0,,18120.0,,,31710.0,96825.0,,18555.0,,84975.0,28650.0,,,10110.0,161280.0,,119205.0,,,,123855.0,,,,147825.0,,,186180.0,30825.0,,43620.0,,,,11175.0,14835.0,,20940.0,,125490.0,,,10380.0,564465.0,535515.0,385710.0,,,,,,,,
Food Allergies,,,,,35205.0,,,,,,,,,,,,13665.0,,,,,,,,,,17865.0,,,,,,,,,,126555.0,,,,10815.0,,,,,,,16335.0,12735.0,,,,,,10080.0,,,,,,,,,,15285.0,,,,57705.0,,,,,72870.0,,18015.0,,,,50715.0,,,,36375.0,,,10020.0,,,,,,,,,,,,,,,,273915.0,19455.0,66585.0,,,,,,,,
Food Industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17190.0,,,,,,,,,,,,,,,,,,26805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11700.0,,,,,,,,,,
Food Movements,,,,,14805.0,,,,,,,,,,,,,,,,,,,,,,16230.0,,,,,,,,,,111315.0,,,,,,,,,,,13140.0,10380.0,,,,,,,,,,,,,,,,,,,,10920.0,,,,,14430.0,,16725.0,,,,42885.0,,,,,,,,,,,,,,,,,,,,,,,200955.0,,30480.0,,,,,,,,
Foot Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11790.0,,,,,,,28650.0,,,,,,,,,,,,,,,,,,68415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375645.0,,,,,,,,,,,,,,,,21105.0,,33975.0,,,,,,,,
Freelance Writing,,10245.0,,15195.0,34920.0,,16680.0,,,,,,17550.0,,,,15015.0,10125.0,,14070.0,,,,,,,345405.0,,,116880.0,,15810.0,,,,,233700.0,23805.0,,,,,10860.0,,17595.0,,,35355.0,,,,,,,25365.0,,,,33180.0,,,,,12600.0,,,,,21645.0,23790.0,,,14700.0,30315.0,,34245.0,,,,115830.0,,,,,,,,,,24240.0,,,,,,,,,32430.0,,,,128580.0,15930.0,57585.0,,,,,,,,
Frugal Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20295.0,,,,,,,,,,,,,,,,,,36825.0,,,,,,,,,,52305.0,,,,,,,,,17565.0,,232515.0,,,,,,,,,,,109560.0,,,,,,,,,,,,21435.0,,,,45105.0,,,,,,,,,,
Funeral,,,,,46380.0,,16650.0,,,,,,,,,,76335.0,,,,,,,,,,,,,58980.0,,22485.0,,,,,265695.0,,,,26805.0,,11490.0,,,,13005.0,22845.0,,,,,,,64800.0,,,,,,,,,15330.0,18030.0,,11385.0,,17730.0,,,,,24795.0,,34320.0,,,,54075.0,,,,40410.0,,,256305.0,,,24255.0,,,,,,,,,,,,,160950.0,21225.0,403935.0,,,,,,,,
Games and Puzzles,,,,,37680.0,,,,,,,,,,,,,,,,,,,,,,15570.0,,,26340.0,,,,,,,68565.0,45735.0,,,,,,,28725.0,,42915.0,,,,,,,,163800.0,,,,,,,,,,,,21075.0,,,,,,,20550.0,,,,,,25050.0,,,,20100.0,,,680610.0,,,,,,,,,,,,20100.0,,,,45975.0,17790.0,31530.0,,,,,,,,
Gardening,,,,,14310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192225.0,,,,12900.0,,,,,,,,,,,,,,,,,,,12405.0,,,,48975.0,,,,,,,,,,
Gas and Electric,,,,,16440.0,,10005.0,,,,,,,,,,,,,,,,,,,,10680.0,,,,,,,,,,193620.0,,,,,,,,,,,15585.0,,,,,,,15810.0,,,,,,,,,,,,,,11985.0,,,,,12915.0,,30240.0,,,,42810.0,,,,24300.0,,,127995.0,,,,,,,,,,,,,,,,162450.0,11445.0,19995.0,,,,,,,,
Gasoline Prices,,,,,22605.0,,,,,,,,,,,,10560.0,,,,,,,,,,,,,,,,,,,,369900.0,,,,,,,,,,,,,,,,,,41115.0,,,,,,,,,,31545.0,,,,20220.0,13065.0,,,,43155.0,,28395.0,,,,61965.0,,,,40710.0,,,15495.0,,,,,,,,,,,,10155.0,,,,1012125.0,18780.0,39525.0,,,,,,,,
Genealogy and Ancestry,,,,,80550.0,,,,,,,,,,,,57195.0,,,,,,,,,,10140.0,,,19845.0,,12015.0,,,,,12540.0,,,,25110.0,,,,11130.0,,,,,,,,,,15600.0,,,,,,,,,,12465.0,,,,,11040.0,,,,26625.0,,,,,,10140.0,,,,30435.0,,,15405.0,,,16875.0,,,,,,,,,13440.0,,,,18255.0,,203505.0,,,,,,,,
Genetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geography,,,,,14370.0,,,,,,,,,,,,,,,,,,,,,,,,,19065.0,,,,,,,19320.0,,,,,,,,,,,,,,,,,,469365.0,,,,,,,,,,,,,,,,,,,,,39405.0,,,,,,,,18690.0,,,,,,,,,,,,,,,,,,,15930.0,,15120.0,,,,,,,,
Geology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12825.0,,,,,,,60990.0,19095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49965.0,,,,,,,40500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25815.0,,,,,,,,,,
Gifts and Greetings Cards,,,,,115050.0,,,,,,,,,,,,22785.0,,,,,,,,,,93105.0,,,,,,,,,,165720.0,493770.0,,,,,,,16665.0,,21315.0,19020.0,11340.0,,,,,,368715.0,,,,,,,,,,18630.0,,18825.0,,15555.0,11220.0,,,,192720.0,,25380.0,,,,47295.0,,,,167925.0,,,49125.0,,,,,,,,,,,,25920.0,,,,242475.0,31365.0,89310.0,,,,,,,,
Golf,,,,,207075.0,,,,,,,,,,,,24090.0,,,,,,,,,,,,,32610.0,,,,,,,,,,,63855.0,,,,,,,,,,,,,,,,,,,,,,,,204300.0,,,,,,,,,,,,,,,,,,,10425.0,,,33855.0,,,37005.0,,,,,,,,,17220.0,,,,40575.0,10665.0,70020.0,,,,,,,,
Gospel Music,,,,,22860.0,,,,,,,,,,,,18570.0,,,,,,,,,,,,,26310.0,,10110.0,,,,,85965.0,,,,,,,,19845.0,,,,,,,,,,,,,,,,,,,,10935.0,,,,,,,,,18825.0,,,,,,,,,,,,,51240.0,,,,,,,,,,,,,,,,11865.0,,94125.0,,,,,,,,
Government Business,,,,,17340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57195.0,12945.0,,,,,,,,,,,,,,,,,26100.0,,,,,,,,,,,,,,11730.0,13500.0,,,,14655.0,,39720.0,,,,21855.0,,,,14910.0,,,145125.0,,,,,,,,,,,,,,,,293790.0,11760.0,24945.0,,,,,,,,
Government Support and Welfare,,10170.0,,,91545.0,,56850.0,16020.0,,,,,,11445.0,,,52170.0,,10080.0,,,,,,,,20370.0,,,33315.0,,29715.0,,,,,1364910.0,54930.0,,,,,11535.0,,24615.0,30390.0,10200.0,104535.0,358560.0,,,,,,2405010.0,,,,,,,,,12150.0,18750.0,,17610.0,,78075.0,57690.0,,,,160155.0,,172515.0,,,,358290.0,,,,334650.0,,,543720.0,,,,,,,10890.0,,,,,20475.0,,,13605.0,761610.0,62520.0,148170.0,,,,,,,,
Graduation,,,,,16140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84420.0,,,,,,,,,,,,,,,,,,307920.0,,,,,,,,,,10200.0,,,,,16395.0,,,,19320.0,,,,,,20280.0,,,,133830.0,,,26550.0,,,,,,,,,,,,,,,,245880.0,13305.0,27720.0,,,,,,,,
Graphics Software,,21915.0,,,54075.0,,,,,,,,11700.0,,,,,,,,,,,,,,32880.0,,,39210.0,,13740.0,,13425.0,,,68625.0,27420.0,,,,,,,16185.0,,,,,,,,,,80955.0,,,,,,17400.0,,,,,,,,,,,,,,,11895.0,,,,91650.0,,,,,,,10770.0,,,,,,,,,,,,27330.0,,,,47085.0,10380.0,29235.0,,,,,,,,
Green Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16065.0,,,,,,,,,,,,,,,,,,,,,,,,,12180.0,,,,,,,,,,,,,,,,,,,,,,,11010.0,,,,,,,,,,
Green Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60015.0,,,,,,,,,,,,,,,,,,48240.0,,,,,,,,,,,,,,13140.0,,,,,,,87240.0,,,,13725.0,,,,15150.0,,,18585.0,,,,,,,,,,,,,,,,89865.0,,11040.0,,,,,,,,
Grocery Shopping,,,,,48495.0,,,,,,,,,,,,10275.0,,,,,,,,,,26790.0,,,15090.0,,,,,,,77670.0,550890.0,,,,,,,33960.0,13005.0,,22800.0,19800.0,,,,,,340320.0,,,,,,,,,,19380.0,,,,,,,,,50115.0,,44010.0,,,,70455.0,,,,109290.0,,,765675.0,12540.0,,,,,,,,,,,49050.0,,,,116250.0,31005.0,50700.0,,,,,,,,
Gymnastics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair Care,,,,,21315.0,,,,,,,,,,,,,,,,,,,,,,,,,39435.0,,,,,,,39615.0,21135.0,,,,,,,30285.0,,,,,,,,,,14895.0,,,,,,,,,,,,,,,,,,,19560.0,,30675.0,,,,23085.0,,,,22740.0,,,38580.0,,,,,,,,,,,,56505.0,,,,19635.0,18465.0,38940.0,,,,,,,,
Hard Rock,,22575.0,,,59775.0,,,,,,,,,,,,12375.0,,,,,,,,,,40005.0,,,55890.0,,,,,,,60285.0,16785.0,,,,,,,64815.0,,,11940.0,13440.0,,,,,,100845.0,,,,,,11295.0,,,,61830.0,,,,,,,,,35955.0,,11820.0,,,,55590.0,,,,42450.0,,,122715.0,,,,,,,,,,,,63405.0,,,,59160.0,19065.0,54405.0,,,,,,,,
